pol,text
neutral,Ã ready then call me...
neutral,So where we eating? whose going?
positive,Wah...News really spread fast...Haha tonite dun nid formal rite?
neutral,Ok lor... Go out walk walk then wun b fat... Hee... Then wat time Ã¼ wan to meet... Aft lunch?
neutral,Coming soon. Today four of us need to hand in project so not going lect. Later i reach sch then call u.
positive,hey\u002c u wan watch disney on ice? my sis say can get tickets fwif 20% discount. The show ill be from 7 to 28 Dec. We buy the rm55 one lar. Her fren say not bad view...
neutral,What to buy for dinner tonight? How about fried spring chicken? I buy 2 spring chicken to share with the 3 of us. Is it enough? I can\u2019t finish whole chicken.
neutral,what do u wanna know ?
negative,Y so late but i need to go n get da laptop...
positive,Hello! hope you r doing ok. I wish that you\u2019ll be happy not jus yesterdae\u002c today & tomorrow but always.
positive,bigger than club 7\u002c better sound system wif bar pole n podium dancer
negative,Orh i tot u say she now still dun believe.
positive,okie lah... mine treat... but u pay hahah
neutral,Izit... They dun care one huh... Okie\u002c so wat\u2019s in e matric fair...
positive,haha... Ok thanks! Night!
neutral,Ok. So where u all having dinner?
neutral,no lei...lviii maybe means 28? aiya...i need to find out else dunno how to borrow that jornal
neutral,xy:She acting shy now.... SHe say later go walk past...
neutral,then  echo into a log\u002c then u  can  publish into a log and make a movie
neutral,Oh okie la... Oso can... So c u all at 11 den...will joan joan b comin?
negative,Oh now u will dun want me when i become fat... Now i noe liao
neutral,Hey xin... When will u b goin to nus to hand in ur forms...
neutral,Wa how to play..then i hafta bring umbrella
negative,hey  u wake up late then  u leave ?
neutral,Same hall\u002c but i\u2019ll only be back in the afternoon. I need to visit my sup. Whwn will you come?
neutral,Going out with my mum and sis. you want to join in?
positive,u coming 2 sch tml? 2pm at sci canteen pink table a good time?
positive,Ok no prob... i\u2019ll b reaching in 10 mins time.....
negative,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
positive,All the best to u too.
neutral,Ã collecting ur laptop then going to configure da settings izzit?
positive,Ok no prob... I\u2019ll come after lunch then...
positive,Good! Then we dun need to do too much work. Hee...
neutral,Help me record betelnut beauty at 2\u002c channel u... Ur goin shoppin later?
positive,no worries.u ask he sure say ok lah
negative,not free now. call me later
positive,dun say that\u002c it ok.. at least i know u are alright.. it good to hav u as a fren even though we seldom meet
neutral,Haven... Nearly wanted to buy...
positive,just chked my emails onli... haha...
negative,Mine here like all fr china then so noisy.
neutral,if u al wan 2 bring ur bf oso can.. coz me ran out of ideas
neutral,Daddy... Fetch me together w jue... I surf net in sch...
negative,this morning i got a friend who told me she think  guys who cry  are weakling on the other hand i think she is  not mature enough guy have feeling too\u002c cantthey cry  ?
neutral,honey i am going to bed already.. have a good night rest..
neutral,Not jelly crystals. But some powder thing. E jelly crystal they have\u002c but no mango flavour.
neutral,Okie... Go suntec huh... There got one puzzle shop\u002c but quite ex...
neutral,Yoz hi... recently go out rather often... hehe... juz got my results also n haf to register module tomolo... wat abt u? taken ur results?
negative,U so lousy\u002c run already come back then half dead... Hee...
neutral,I just reach home.. I go bathe first k\u002c den i call u again.
neutral,Genki got other places.. There like a bit out of location..
neutral,Call you in 10 min
negative,She dun believe we are together.
positive,i like to help do tis kinda thing... hehe...
neutral,Ok i thk i got it. Then u wan me 2 come now or wat?
neutral,So how he tell u?
negative,I dunno...I applied lah...But whether going or nt is another thing lor
neutral,angela\u002c me\u002c shihui\u002c we still lack one player actually.. come join us lah
neutral,Going embargo i dun think so buy i dunno who is going as well meeting at one fulleston
positive,My dear\u002cadd oil ah... I will have meeting at 330... I think it will a brief one... I miss u very much!
neutral,U noe when we haf to hand in lsm1101 pract report? U done? Wat did u include?
neutral,Are you submitting the tutorial? Or u want me to submit it?
neutral,i will be late tomorrow..can i meet u directly at marche instead???
negative,No lor\u002c she wont let me see.
neutral,Zhen ah\u002c ask u ah... Can i do e sorting tonight when we go steph dinner? So i dun need to go sch then go home again...
neutral,Aud call me to ask who is my gf.. Dat guoyang go n leak out e news..
positive,I\u2019m ok... If Ã¼ all going then i go lor...
neutral,jen\u002c do u wanna call me? I can\u2019t use the phonecard. I wanna know the plan to come in Dec. Cie cie
neutral,going to do my tutorial at CL. call me when your class ends.
neutral,can u wan it todae or? its nt like e one ur mum hav ya...
neutral,I\u2019ll b goin to e busstop now lor... U c me den alight lor... E stop is opp my hse one leh\u002c correct rite...
negative,Then mum\u2019s repent how?
positive,haha. i only lost 200 my own money. lost to my sis god brother. he\u2019s super hot\u002c won 1700. haha. but its common la in here. b4 i come back\u002c will let u know again
negative,I am sorry...dint mean it this way
neutral,tonight ah.... y leh?? where u want to go??
neutral,Heehee\u002c nvm\u002c just go there and field a team :p
neutral,if singapore too exp\u002c we go kl buy next time. Then can go genting to play amusement park
positive,Thank you so much for the moon cakes they are very nice
neutral,Wah e paper very diff\u002c one qns 25 marks give to him. Now going for dinner liao.
neutral,My dad said dinner will b ready at 6... So c wat time u wan 2 come over lor...
neutral,at pclab2 now. pretty crowded. want me to reserve a seat for you?
neutral,hope you like the stuff. please drop me a rating on yahoo when you are free.
neutral,I am having lessons now at lt 15 meet me there at 5 can
neutral,Yupz... Can... So when u reach liao den give me a call to pick u... Cya at ard 1230...
positive,okie okie!will call u when its ready...recommend 2 ur frens also k?support support.
neutral,Okie... Meet at 12 at city hall mrt station control\u002c k? Cya... ?
neutral,just now my pri sch called me if i can go n relief teach.
negative,Hmmm....not sure oso... Thk shld b at e fst block leh... My sis said at s2... Thk muz go early and find...
neutral,Up 2 u. Then wats ron reaction?
neutral,tomorrow meeting her.... not free
positive,Oic... but you managed to pass all no da bao right?
negative,dunno where we will be going to study.
neutral,Cos i was thinking if u come look for me den like no where to go ard my area leh.
negative,Hmmm.... I dun mind lor... But they wont bite rite...
neutral,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
neutral,Gee... But dun thk he\u2019s frm sci anyway... Juz read ur mail\u002c so do u have any activities tonite?
negative,Is it at paragon? Call lah\u002c aft disc shouldn\u2019t b 2 ex.
positive,Ok. Then i get ready 2 get out now.
negative,Hehe. Got 4 hour classes today and did not sleep well last night.
positive,i am ok. Don\u2019t worry abt me. I know how to take care of myself. u have to take good care. How is ur study? Busy and tired? Rest well
negative,Dont forget hor now wat time already
neutral,Now we got gift. Come to get yours.
neutral,Hey xin... Do u rem if e lecturer said students nd to  fill in app form to apply 4 applied chem?
positive,Hmmm... I\u2019ll have to ask em tmr lor... Might b able to... If 2 dun have\u002c 4 ok?
negative,U lazy gal\u002c i tell ron then he will scold u also hee... Then u judge urself.
neutral,What\u2019s the best IT poly in Singapore? Is there something like a statistic?
neutral,Multi-tasking... Watching tv n writing programs... U going sch tmr? Me going at 10...
negative,I havent eat yet... Jus shopping ard lor... Neva miss u... U leh\u002c got miss me?
neutral,2 computers or laptop? Many ways\u002c infra\u002c link e 2 computers.... What u wan 2 do?
negative,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
positive,my fave scene is the one about the dwarf and elf . doing the counting of kills
negative,Sorry\u002chp no batt juz now..wah\u002c11 pounds vv heavy rite?:> h????\u002ci\u2019ve been watchg animation since 10+\u002cabt to bathe\u002cthink i\u2019ll wake up late tmr:p got choir tmr morn?
neutral,I going at ard 3... Or u wan can meet me there lo...
negative,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
negative,can i get back to u later i am busy at the moment ...sorry
neutral,Yup knock off liao\u002c but i still go a stack of invoices to print...
negative,Oh no...i was almost done shining ??r guest bk den icq hang...closed all prog\u002cgotta rewrite!:<
neutral,mum\u002c I\u2019m going back this eve...
neutral,dear\u002c i going later to meet my frens :)
neutral,Hey i will be late ah... Meet you at 945+
negative,Anything lor up 2 u... Dun buy anything too expensive...
neutral,oh i see.. jus curious thats all.. sure see you on tuesday then.. where do we meet?
negative,Tmr cant... I\u2019m goin out... Gee\u002c dunno my swimmin costume still can fit anot...
neutral,I also thought so. Then u still bringing clothes? U wearing shorts?
neutral,Hey\u002c i am checking my results now. u want to come online?
positive,Just finished my lunch. My foot is ok already. You also have to take care. everyday study hard rite. miss you too
positive,Good morning! E PE covers all chapters except 8 right? I am so sleepy? Btw\u002c u said tt Wed want 2 go JE huh. Ok lor. What is e thing tt can be done there only.
neutral,Call u when i leave.
negative,No yet leh. Later go office den see whether my mum got pack for me? Den enjoy ur buffet lah..
neutral,Now got tv 2 watch meh? U no work today?
negative,Ã dun wan to watch infernal affair?
neutral,Hmmm... I dunno leh\u002c thk it\u2019s lorong 4... U meet me at braddel den walk there lor...
neutral,Ok lor... But buy wat?
negative,He he... At home now. Can not go to support you le...
neutral,Ya... She asked me to pay at e bazaar lor... So tmr wat time u free. I\u2019m free all e way until 2...
positive,Dun thk so... I\u2019ll b goin casual lor... U muz b v happy today\u002c finally got ur license liao... So good....
neutral,just now i see you!
positive,Its my way of addressing those whom i consider close to me.
neutral,Hey... I booked liao... 2pm... So meet u at 145 at clarke quay station?
positive,... ok still got chance. So four months later then break. Yeah. See you on sat!
neutral,INSTRUMENTAL? w. all those violin\u002c & so on. I havent got on a bus how 2 go 1st lah? I think u go 1st la?
neutral,I thought t time leona ask u to do that before...
neutral,Take bus 96. actualli i anytime ok\u002c wanna mit me at clementi mrt?
neutral,Where do I meet you?
neutral,How\u2019s ur new year? I jus came back yesterday...
neutral,voucher + vip card i think each person 10+
positive,Hehe.. I also think dage slow. Glad i\u2019m fast\u002c to have such a nice girlfriend.. Hee.. I\u2019m watching soccer rite now..
neutral,Now just eat shuang only... Next time den eat lah...
neutral,Took lot of phots too...
neutral,no\u002c i went to school..
neutral,Aiyah\u002c see first lor. I change into my running attire liao. My place here also a bit dark liao.. Hmm..
neutral,We meet 6 at orchard?
positive,No la... Other pple wld have slam e fone oredi\u002c haha\u002c at least u still entertain me...
neutral,hey\u002c you free now?
neutral,Hey. Call me when u r done.
neutral,i have lesson till 12pm 2day. join me 4 lunch then we go together loh...
neutral,hui ming ask us if we wanna join her grp? wat do u say?
neutral,Ã come lt 25 n pass to me lar
negative,Nope i think we didnt call him. actually i dont feel like coming. Shuhui no car also. U think ron b angry if we postpone.
negative,Huh i cant thk of more oredi how many pages do we have?
negative,break for dinner. i am very tired coz just too hot that why tired loh. if you also tired take a nap dun too tired ok bye
neutral,I still having dinner. Let u noe when i reach home.
positive,Just finish my work. Now on the way back from location Sembawang. Very tired but still happy cause tomorrow can see you rite
positive,U know\u002c something like the specialty... for example\u002c this poly is good for what\u002c that poly is good for what... is there such thing?
neutral,Hey... What time is your driving on fri? We go for evaluation on fri?
neutral,have you completed your tutorial? need some help.
positive,ok loh mit then decide.see ya later!!
neutral,Mine have to choose our own lect time one lor. I\u2019m biddin all my maths and computin modules first...
negative,hi\u002c i can\u2019t meet you at simei mrt this coming tue. make it next tue?
neutral,i nv see your msg. I jus sent u the list i am considerin to your isc mail. You see liao reply me k
positive,haha. like that then wait for me to come back lo.
positive,no prob\u002c that\u2019s the least i could do. Good job! Impresario next! :)
negative,Yupz she cried last minute... Oh\u002c u din check ur fone ah... I\u2019m so sorry \u002c i recorded e wrong channel.. Dun b angry k. Did u ask ur fren to back up...
neutral,Can also but lunch will only b ready at 1 smth 2... U hungry?
neutral,hi do you know anybody taking financial accounting this sem?
neutral,Ok but tell me half an hr b4 u come i need 2 prepare.
positive,tom we meet qide 6pm at ps.. hes interested too...
neutral,Shopping lor. Them raining mah hard 2 leave orchard.
neutral,wen\u002c me and xuan going parkway now. wanna join us?
neutral,hey\u002c wat time do u wanna meet for dinner?
neutral,Eat finish already. Heng now walking back w other liao. I think t time darren come pick me he saw\u002c why he dont get e hint... There goes my reputation again...
neutral,if she need such a big one\u002c then many  ppl need it  liao\u002c i mean in soc
negative,No it\u2019s waiting in e car dat\u2019s bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
neutral,Ok then i\u2019ll let him noe later n ask him call u tmr...
neutral,Hmm... Mon afternoon i got to go sch for a briefing... U wanna come back on tue or u wanna stay there even longer? Or come back tmr oso can.
neutral,i will be cookin bacon and eggs tomorrow morning. will you be back in time for them? hee hee
neutral,Are you going to bring ur laptop later? If u r\u002c I wanna send u a webpage related to the coolen.
neutral,I called but no one pick up e phone. I ask both of them already they said ok.
positive,Hi.. Sorry I\u2019ve sth on\u002c i g? back first. Take a good rest
negative,Ok... Haiz\u002c still havent finish revising. This week really very tiring.
neutral,Hey r Ã¼ still online? I\u2019ve finished the formatting...
negative,ys\u002c dun kill me... i can\u2019t make it for badminton today.. somethin urgent cropped up last min. will explain to u tonight. long story. sorry sorry sorry!!!!!!
neutral,O... See you at pink table. In lab now.
negative,ma\u002c i cant go vietnam this month. i got a lot of things to take care of here.
neutral,wat do u want to learn ?
negative,very cham\u002c I no mod to take
neutral,Hey! What are you doing? have your lunch? your mother got scold you? see you. bye!
negative,I dunno they close oredi not... Ã v ma fan...
negative,gal i jus realised\u002c e biddin wil close on 24th 1pm\u002c u cant see e biddin after 11am
neutral,when will u get it ?
neutral,Are you free? Can u cal my hand fon
positive,gt gal frens interested to do survey job on this sun\u002c5pm to 830pm? Let me know asap.Can earn abt $10 per hour
neutral,Quite wat... Last time always tok to u one... Only now seldom liao mah...
negative,I dun have e date of our check up leh... Weird... Wat time is it...
neutral,Guys!tmr ard 2pm can?where u feel lk goin?suggest plc?if not den muz wait til tmr jess call me at 12den she suggest\u002cbut v last min
neutral,Hi\u002c Doing what? You have class now?
neutral,are u in bed already? I just reach home actually
negative,Not bad lah\u002c but dun have time to study everything\u002c so some qns leave blank. Wat u doing now? Now raining very heavy
neutral,Why he didn\u2019t want that one?
negative,dun be upset over the cancel trip
neutral,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
neutral,pass the book to her urself\u002c cos she\u2019s going 4 the talk too.
neutral,I know she called me
neutral,I am standing on top of a talk building and wind here is that loud seems could blow me to the sky any time
neutral,tml eat lunch together? arts canteen? ard 1230 can?
positive,With God all things are possible!
neutral,I know there\u2019s a card. Jus write some message n put all our names lor.
neutral,Nope came back from lunch liao.. Anything lor. Wat time can they make it?
neutral,Hmm. How come ur dad suddenly feel like going turf club.. So u alone at home?
neutral,Hello tomorrow\u2019s movie is at 330pm\u002c Lido\u002c so let\u2019s all meet at 2:45pm\u002c outside Lido\u2019s mos burger ok? Yew Fei you may want to meet Zab @ 744 first..
negative,I know. I also same problem. The wires loose
positive,give my regards to everyone at home..
positive,ok\u002c see you there. thanks a lot.
neutral,No lah\u002c i nvr force u mah.. Actually it is ur preference and u\u2019ll noe wat u really want.
neutral,Nope\u002c why t show nice mah? But i got c e ending today. Yest how many photo we took on ur camera?
positive,Okie... Wat do u wana print? Oh ya\u002c tmr can help me tell e tutor i\u2019ve got driving test if she mark attendance if not den nvm lor...
neutral,Hmm... Dunno leh\u002c mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume\u002c smth dat i can keep.
neutral,It is. I don\u2019t know what time it\u2019ll end. We might be having dinner after. Can u go for karoke after that?
neutral,later meeting at comm hall? r u going?
neutral,Hi. So I meet you for dinner later. Where do i meet you?
negative,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
positive,I have a special meal 4 you 2day\u002c a glass of CARE\u002c a plate of LOVE\u002c a spoon of PEACE\u002c a fork of TRUST & a bowl of PRAYERS... all non-fattening! GD AFTERNOON! ?
negative,No appetite to eat. Just now went running den come back v tired\u002c somemore on my way back it rain..
neutral,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
neutral,wat time u reach home??
neutral,okie. i wanted to go back one but its raining so heavily here. will be staying put in my sister\u2019s house tonight. now going to eat seafood w my mummy.
neutral,Are we having meeting today? 6.30pm at Sci Lib meeting room is it?
positive,He said i look pretty wif long hair wat. But i thk he\u2019s cutting quite short 4 me leh.
positive,Beauty sleep can help ur pimples too.
neutral,Okie cya tml then
neutral,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
negative,oops i tink i got the wrong meaning of wat you intended to have... :P... sorrie for intruding and ignore all my sms... tata!
positive,Ok thanx... Take care then...
neutral,wah... just recommend a show u want me to treat him?? u think i millionaire ah
positive,Hmmm... It\u2019s near lor 2 tt area... Got one zi cha stall not bad lor... Cant rem which block izit...
neutral,But today ur gf birthday ... U free meh ?
neutral,Hey\u002c I think when I am ready then I sms u 2 go & check ur mail ok? I need more time.
negative,Expected he will know cos u will tell him. But didnt know its so fast =) but if act as if i got bf also not gd. Deprive me of other chances haha...
neutral,We\u2019re at e green room at e end of e lib.
negative,I\u2019m here. Not sure if its e right place. Hougang sports hall?
neutral,like 16 or not?
positive,Think more or less confirm. E movie u can go c w him lah\u002c he like v interested also. Weekend then c how lah.
neutral,My dear\u002c i have just finished lesson la... Will go and look for u later..
neutral,just finished 4 hrs of lectures
positive,26 evening is fine.. which place with sakae sushi you have in mind?
neutral,wanna study together later? Peifuen coming.
neutral,think they  will get a gathering for u gusy
neutral,then mama still in jackpot room ?
neutral,hmm..Wanna ask li en Ã± weiyi they all out?
neutral,hello. I now still trying to figure out how to use the ratios? experimenting? so maybe later I send u my comments then u see. if got wrong must tell me.
positive,I\u2019m watching Dark Angel now... very interesting! Heez I\u2019ll go to bed after the show k... if u\u2019re tired u go slp 1st.
neutral,aii\u002c i sleep first la..tomorrow can give me morning call? else i\u2019ll be late for dance
negative,A..how come u got receive\u002c thought it didnt send cos it prompt me got server error. GOt a lot of things to do. But i sleepy n cold cant think already...
negative,Can. Dunno wat to get 4 her...
neutral,I upload e songs into yahoo briefcase\u002c u go 2 http://sg.briefcase.yahoo.com/\u002c log in using the socfriends account\u002c go 2 folde MP3 2 download
neutral,Ã log off 4 wat. It\u2019s sdryb8i
negative,No lah at first she dun\u002c den tt why she ask u.
neutral,or store credit for tomorrow?
positive,Hi Jac. Happy Chinese New Year. 1st Feb what time? I got something on in the afternoon\u002c so gotta see if the time clashes or not.
neutral,Morning! monday. tuesday and friday is my off day. go for makan
neutral,In school waiting 4 my sis lor... Me falling asleep already...
positive,Hello... I\u2019m sharis\u002c first yr student. I\u2019m interested in goin 4 e sailing camp\u002c r there any vacancies?
negative,U bathe liao? Sorry now den see ur msg.
neutral,later then lend u ....
neutral,Make it next week then..
negative,I am so tired I going back finish everything then give you a cal ok?
neutral,still doin it.. can show u tomorrow?
neutral,So you have take care yourself ok. if you olded no body want you
positive,Haha... So wat present he wan?
positive,Ok no prob... no special software requirements i think... you mean on a mrt? wat time you working? i can arrange to meet u anytime since i\u2019m not working..
positive,So you have to take good care yourself rite. go back remember to apply after sun lotion ok? bye
positive,Thank you so much i think should be ok
positive,ok\u002c see you later on when you are free.
neutral,remember to   spend christmas with  chua and company
neutral,I dun thk i\u2019ll quit yet... Hmmm\u002c can go jazz ? Yogasana oso can... We can go meet em after our lessons den...
positive,aiyo\u002c dun worry so much lar! wont b so easy 2 fail wat. jus sleep well n concentrate on next paper lar...
negative,Oh no now look like gonna rain
negative,Me too... Tis time take so long... Haiz\u002c dunno whether izit fail tt\u2019s y nvr send...
neutral,Haven leh... So i thk might have to collect myself oredi...
neutral,Huh really then u coming str 2 my house ar... U got so much things 2 do meh...
positive,Ur haircut not bad lah\u002c quite nice and dun really look gong. Ok lah rest early if really tired. :-)
neutral,Wha now already buy dinner? U got car then why dont u drive? Anyway i think i not bringing extra clothes. But duno wat 2 wear. Thought if we left early go out.
neutral,Eh how u still want to come out?
neutral,meet at the bus stop
negative,don\u2019t waste my time
positive,Haha. I was just passing e msg for her. Ok\u002c noted. Will let her know. Hope you have a great day.
positive,Wow... U got into archi... Tt\u2019s gd\u002c heard it\u2019s diff to get in...Me in nus sci lor...
neutral,come downstairs... the stuff are heavy.
neutral,I\u2019m taking cab from home to meet her now..last min email.
neutral,wat time is yr bdae party ?
neutral,Ok lo. We go siam kitchen wan not? I have $10 voucher i tink lot 1 got\u002c dunno abt westmall. Then how to send me? Infrared? Ill ask bi if she wan to come k
neutral,Those who din do e survey still nd to print not...
negative,Hey... Sorry... Cant meet ur liao... Gota go... Meet up again k...
neutral,Good morning. Just now went 2 celebrate my granny bday. Her bday on Tue\u002c but noone free on e actual day\u002c so? Came home then slept until now? Anyway met my..
neutral,Shuhui asked if later wan 2 meet or not.
positive,Yar then can say hi... Then later can go for dinner... He like doing project...
neutral,Yep. each will be paid $15.
positive,yea.. think tis prod quite gd.. hee\u002c u so free sat noon accompany me 4 a while? we hav lunch then go listen.no obligatn
negative,Okie okie. So sorry \u2019bout it. R u going to Peifuen\u2019s house on Sun? If U r going\u002c I can pass to u during that time too.
neutral,Heh? It\u2019s in e laundry box liao... I wash now la\u002c see can get it by tonight... Why u wanna wear jeans?
neutral,I go to swimming now. what are you doing? you still pain-pain.
negative,i don\u2019t think i am free on 29th.
positive,Ok that\u2019s great thanx a lot.
negative,why you sian? wouldn\u2019t be going back today as it is still raining heavily here too. going back tomorrow instead.
positive,Ok lor Ã¼ reaching then message me.
neutral,You work till what time? Cannot leave earlier meh? Or you\u2019re go ahead without me la.
positive,you better give me a morning call tomorrow\u002c just in case\u002c because there few days\u002c I\u2019ve been waking at 930.. :oS 730 will do just fine\u002c thanks. :o)
neutral,Hi. Found the freezing agent. it is ammonia. Also available is CF3CH@F or known as HFC134a.
neutral,Dear\u002c Vj there got... But it\u2019ll turn out at telok kurau there... My fren say one...
neutral,hv u confirmed a part?
neutral,But i\u2019ll b going 2 sch on mon. My sis need 2 take smth.
positive,Watching tv lor. Nice one then i like lor.
neutral,You want to go?
neutral,so just to confirm\u002c we\u2019re meeting at 7 at marches right?
neutral,Hi elaine\u002c is today\u2019s meeting confirmed?
negative,Not going to town i think\u002c shld hv not enough time.
neutral,I\u2019m in school now n i\u2019ll be in da lab doing some stuff give me a call when Ã¼ r done.
neutral,Okie. See you at 12 then.
negative,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
positive,Fine if that\u2019s the way u feel. That\u2019s the way its gota b ALRITE
neutral,Should b ok lor. I today really not right timing. Tomw mango or sale.
negative,Y good\u002c it\u2019s bad... I dun wan 2 get hooked on u... I\u2019m not v free ok jus dat my hours r more flexible...
neutral,How is ur haircut\u002c nice? So tmr u coming to school to study with me ah?
neutral,do u have any macs coupons?
neutral,4 la... Might b earlier\u002c dunno... Call u...
neutral,Hi\u002c is it confirmed that i am collecting the duron and sound card from you at semb mrt tmr?
positive,wah... the movie very good hor... very funny leh
neutral,Wat u doing? Now a bit free already...
neutral,Eh wan to meet this few days for dinner or coffee before u fly? Send me that photo that we take thru mms! I change phone already
positive,U still come n tell me wat u eat... U v gd lor...
neutral,Had a bz wk... but at least i\u2019m occupied lor... Meetin meijun later... So wat have u been doin...
positive,Ok i\u2019ll miss u... Wat u doing? Having ur lunch now?
neutral,Same to ya. Mery Christmas!
neutral,How come guoyang go n tell her? Then u told her?
neutral,so later\u002c what time u want to meet?
neutral,Then wat r u doing now? Busy wif work?
neutral,Eh xin ah... U got any lesson u dun wan tis wk? Cos i left one more\u002c so i thgt of finishin it...
neutral,Formal wear ah... Den can wear jeans anot...
neutral,R u free 2day after 5pm? I meet u to show u the letter
neutral,u wait for her..we go book the place first..
negative,Then she buying today? Ã no need to c meh...
positive,think i go jo house. dun wan to be extra la. so bright.. enjoy.. see if later you wan play cards with us a not
neutral,I see how lah\u002c den i tell u whether meeting for dinner not.
neutral,Can you help me check out the price??
positive,Thgt she\u2019ll b back by now... Haha\u002c muz b still enjoyin herself over there la...
negative,Hi... remember me? i applied for NIE n they asked me to go for interview liao... how now ah? very nervous......
neutral,Yup i\u2019m doing my stuff but jus now do until v sleepy then my eyes close already... Ur msg woke me up... Ur office close already?
neutral,maybe you can give me a call when you have arrived at dhoby ghaut.
neutral,i think next week ba. i got to go to my uncle\u2019s house for a lunch gathering this sunday.
neutral,i tot we are meeting at 3? now changed to 4 already? ugh.
negative,Can come my room but cannot come my house cos my house still messy... Haha...
neutral,Eh jos ah... Wed n thurs... Which day can u meet up?
positive,Hey! Thanks for e Xmas card! i just got it. Yours is the first card i got. Thanks! Hope to c u soon.
neutral,Hey cal... I nd my stats notes back leh... U still nd den u zap a copy first lor...When u free ah?
neutral,So i think we must wait for round 3a liao. Why cors so funny one? Any way to complain?
positive,burn to vcd is good.  i shall watch the match while u watch the merseyside derby.
neutral,Xyan dun want to watch leh. U want to go for dinner?
neutral,Hmm... No la\u002c meet u another day then...
neutral,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
positive,for me to know for u to find out. haha :x
negative,U ah\u002c u busy shopping n forget who ur boyfriend is? Haha... Den i busy eating n forget abt u already lor.
neutral,where u going later?
positive,Ok.. Better go back home n rest first. Maybe can take a nap too. E whether v gd to sleep.
neutral,Creative? He go song brother or else where? Got test e quality\u002c
neutral,Halo... When r u free to pass me e notes ah?
negative,It\u2019s ok i noe u\u2019re busy but i\u2019m really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
neutral,weather is cold\u002c gotto wear more .
negative,Hmmm... I dunno wat time i\u2019ll finish... U meet pink first...i\u2019ll call u all when i finish...
neutral,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
neutral,Then she dun believe wat?
positive,Hi there! Happy CNY! This is my new hp number effective from monday onwards!
neutral,Hey mei. The inaug ceremony at university cultural center or at lt32...Cos my fren told me it\u2019s at e cultural center leh...
neutral,k k talk to u some other time . want to sleep already
neutral,no..sunday is family day for me...haveta spend time wif parents...
negative,I v bored ah\u002c u still in school?
positive,Haha he still quite concern abt me. So gan dong. Then u suddenly jus tell him u attach w darren? Then u got ask wat present he wan?
neutral,I sitting at e back of e circle stage...
positive,Sori i wasnt able to make it for ?r match... How was it? Good luck in advance for ?r other match on tue and the matches to come! ?
neutral,Hello Jingan! Just wondering if you\u2019ll be staying back late in school today. If yes\u002c i would like to meet up with you.. -- weiling
negative,relax??? hw 2??? i really feel sad nw :-(
negative,Huh... Change again ah... Seems lk my info very outdated...
negative,Yeah\u002c got a locksmith to come down. Waste lotsa money... :)
negative,no target. really  dunnoe who is  good for me\u002c after  giving up the previous one
positive,Haha... Why not I meet u guys some other days... So sorry abt it... Happy Birthday... Owe u a treat... Really busy wif my work... Meeting now\u002c can\u2019t talk...
positive,Erm... i think then its ok la... i think i go down buy the memory card another day ba... sorry abt that... n thanks so much... treat u for a meal one day...
negative,Coming out now... My jeans us just ready... Cos cant put in dryer thru out else will shrink...
neutral,hope to see u again
neutral,orh\u002c we finish the dance rehearsal liao..so i\u2019m going home now to shower first
neutral,Where to get those?
positive,Have you settled down oredi? I certainly hope so\u002c esp with Funka coming up..
positive,Yep yep... Den we can go lecture together!
positive,E small Yang Zong Bao & Mu Gui Ying v. cute. In e real story Mu Gui Ying > powerful than Yang Zong Bao. Just now heard Fish RU GUO YOU YI TIAN on MTV\u002c v. nice!
positive,My dear\u002c gd morning! When i woke up\u002c was quite cooling n i think of autumn in hk. Then i suddenly think of ??\u002c wondering if i could spend autumn w ?? in hk...
neutral,330 class dont need to book i got no car also but got direct bus from east point to expo we meet at amore ok i have to do my tutorial now
negative,Okie so tmr not giving her a surprise la?
neutral,Hey ppl... I\u2019ve got a project open house on friday at ntu auditorium.. Come visit my booth if you are free! ? it\u2019s from 9 to 3..
neutral,remember to get the phone book from  that person.
neutral,the fone has been disassembled.. why dun u try again later?
positive,like 14 really!
neutral,Hey elaine\u002c is today\u2019s meeting still on?
neutral,okie loh.When u free huh
neutral,hey are u meeting us later?? we go buy the tics first..
neutral,Sure anytime. We are going for lunch now too
negative,U crazy ah\u002c dat day tut v diff lor\u002c tdy i went to listen. I only went for 1 tut. No time tdy\u002c lunch also didnt eat... N only left e office aft 7... Sian...
negative,I wished she was new and now she should be history because they should fire her!
neutral,Ok... then i think i need to buy memort card also hehe...
neutral,gordon they all say mayb can go but not confirm yet. u guys confirm go?
